NodeID,EffectiveSize
190,156.547882
191,78.903519
192,5454.570312
193,4375.895508
194,1338.320312
195,4598.787598
196,1700.866211
197,132.103226
198,4398.958008
199,1312.003418
200,476.071350
201,35.687496
202,680.327820
203,155.820816
204,277.979706
205,90.500031
206,783.083252
207,77.657890
208,19816.896484
209,2518.647461
210,1868.802124
211,623.555481
212,633.990906
213,152.089355
214,5152.104492
215,173.399261
216,201.338409
217,1458.694458
218,7756.369629
219,10595.463867
220,757.805847
221,126.403656
222,454.095001
223,388.155151
224,1718.766602
225,7418.985840
226,1754.471924
227,13898.457031
228,162.229080
229,106.122826
230,994.368225
231,5151.776855
232,923.195801
233,2818.747559
234,2068.860596
235,493.329346
236,788.077148
237,2067.708252
238,44.938286
239,1996.895874
240,7107.863770
241,513.056213
242,373.640564
243,11184.929688
244,159.998077
245,1895.580322
246,361.683380
247,109.674271
248,740.909607
249,12526.000000
250,1235.631958
251,860.510132
252,1144.241211
253,3300.914307
254,319.945160
255,240.049744
256,157.210587
257,597.615540
258,157.640671
259,3160.114746
260,2196.810303
261,2511.207520
262,866.875732
263,8986.668945
264,5759.617188
265,420.113892
266,269.639648
267,364.690735
268,1473.000854
269,985.784424
270,2921.802002
271,62.151890
272,422.478149
273,309.859009
274,996.689758
275,894.774292
276,310.239594
277,360.102356
278,379.494995
279,394.636597
280,51.066639
281,51.522137
282,684.797607
283,237.946625
284,60.903671
285,303.978424
286,4084.611816
287,1046.991333
288,357.061737
289,403.813721
290,253.455200
291,129.331985
292,31.216217
293,191.193756
294,261.200684
295,95.770042
296,614.862610
297,125.076363
298,2195.660400
299,133.949997
300,1610.792114
301,158.229355
302,2191.220947
303,232.283386
304,830.412964
305,585.814941
306,620.363098
307,395.027710
308,1051.239746
309,7402.958984
310,2122.913330
311,383.670593
312,92.556374
313,251.515579
314,9859.622070
315,157.306549
316,1262.585205
317,269.260040
318,15.542853
319,196.457031
320,34.027031
321,284.389709
322,127.010239
323,619.627258
324,577.639465
325,2259.139893
326,124.701057
327,1407.831177
328,1184.784668
329,3778.156006
330,145.769196
331,537.427551
332,5635.273438
333,3463.572021
334,4423.585449
335,380.397034
336,4283.819336
337,178.174667
338,71.947441
339,1686.460083
340,4652.153320
341,3596.371826
342,5439.043457
343,775.644104
344,7189.222656
345,385.183350
346,168.731018
347,3388.040771
348,7447.549805
349,5607.417969
350,3106.613770
351,192.425308
352,162.239182
353,291.360413
354,494.610321
355,216.591354
356,1386.997925
357,572.656860
358,101.263077
359,733.864624
360,231.285751
361,137.340027
362,81.784798
363,243.134125
364,363.031921
365,53.732140
366,5591.848145
367,2593.534668
368,699.227966
369,101.480110
370,3316.273926
371,308.205414
372,2132.354736
373,1166.421753
374,1867.727539
375,1254.733398
376,191.343857
377,210.969833
378,117.532463
379,136.577332
380,69.955978
381,288.284027
382,4838.707031
383,330.223145
384,520.036316
385,3999.762939
386,1193.070557
387,5027.913574
388,212.753769
389,297.161072
390,239.632553
391,903.604980
392,2686.838379
393,231.393890
394,801.038086
395,98.644257
396,198.303558
397,3190.189697
398,5329.149414
399,346.566620
400,420.207703
401,67.437843
402,482.591919
403,109.487953
404,378.162506
405,4165.171387
406,1043.959229
407,91.336868
408,5964.350098
409,4152.525391
410,1669.830322
411,6038.270508
412,7602.796387
413,7552.594238
414,238.259308
415,214.362549
416,3644.275879
417,3045.878418
418,7327.533203
419,533.358093
420,363.965485
421,364.373718
422,68.061104
423,707.242188
424,314.876251
425,522.447144
426,397.472198
427,54.448296
428,30.322598
429,143.156860
430,1392.214478
431,58.249989
432,44.070496
433,7938.740234
434,31.148149
435,15800.099609
436,309.820068
437,7367.022461
438,6222.599609
439,2294.762207
440,473.122650
441,255.059143
442,75.930840
443,2752.512939
444,5323.565430
445,894.759949
446,2067.770508
447,2303.288574
448,4754.710938
449,488.845795
450,140.497177
451,10855.546875
452,2004.757446
453,1761.246948
454,2402.877197
455,3588.592041
456,1896.640747
457,243.643845
458,354.343018
459,3743.192871
460,739.122864
461,364.582611
462,243.601425
463,710.985840
464,42.689625
465,1271.086914
466,467.979004
467,752.691895
468,72.573700
469,121.432121
470,427.374054
471,2901.752197
472,148.929321
473,1178.090454
474,600.841858
475,3789.618164
476,95.783028
477,12.733331
478,87.084259
479,274.404022
480,90.850227
481,2218.085693
482,589.323914
483,308.270081
484,266.658356
485,127.319977
486,667.664917
487,10303.159180
488,67.724480
489,105.613800
490,85.028664
491,455.252350
492,2669.914307
493,363.602386
494,362.561401
495,10731.651367
496,94.858635
497,7392.263672
498,731.156189
499,133.035019
500,742.210693
501,904.401550
502,20.338737
503,1539.679688
504,302.820404
505,1664.548462
506,192.504883
507,743.466370
508,3658.069092
509,999.415771
510,7226.917480
511,256.355560
512,63.409763
513,204.627380
514,387.774139
515,31.578125
516,12504.695312
517,58.059402
518,140.950714
519,60.336533
520,1112.083374
521,109.544868
522,226.856415
523,132.614471
524,8238.000000
525,3892.802979
526,2763.400391
527,489.977631
528,3331.410889
529,515.482971
530,177.876892
531,430.322021
532,3038.469727
533,976.708923
534,39.139809
535,38.452370
536,106.810104
537,128.347549
538,52.723625
539,1618.089722
540,1513.381348
541,118.203751
542,325.721100
543,45.506847
544,160.795273
545,335.930786
546,52.581367
547,6065.767578
548,5519.440918
549,5377.552734
550,383.190094
551,9825.537109
552,2171.367676
553,191.081696
554,53.658352
555,3.968750
556,17.243904
557,117.647652
558,3600.485352
559,1306.398438
560,44.170471
561,295.219025
562,237.696243
563,7137.123047
564,956.949646
565,241.854416
566,3.833333
567,2594.367432
568,2884.948242
569,535.959473
570,6118.317871
571,39.630928
572,188.911850
573,58.838367
574,426.401550
575,161.317642
576,227.922226
577,72.394943
578,380.709595
579,2656.784912
580,28.726032
581,550.626160
582,202.601425
583,63.556126
584,115.490425
585,4083.307373
586,476.666290
587,1936.667969
588,381.074921
589,4052.214600
590,122.040901
591,72.503418
592,4696.938477
593,5930.880371
594,5106.616699
595,8440.115234
596,5045.475586
597,3370.693115
598,380.455688
599,2768.968506
600,148.584488
601,153.413818
602,2271.815918
603,66.459892
604,1025.856567
605,153.137634
606,51.843021
607,1467.484497
608,260.858643
609,283.464600
610,777.183655
611,11691.701172
612,38.563709
613,420.803619
614,494.581055
615,40.638878
616,241.687317
617,238.608887
618,3806.553467
619,180.215134
620,268.538055
621,5259.338379
622,2428.760742
623,314.305084
624,2986.602783
625,5006.229980
626,57.919624
627,889.395386
628,6231.903320
629,37.938293
630,29.862514
631,2461.358643
632,279.002777
633,3330.606934
634,4439.291504
635,1371.654541
636,119.818832
637,926.159424
638,31.937500
639,1666.703491
640,1158.819580
641,83.784500
642,370.249939
643,71.241821
644,17.068184
645,1152.979004
646,279.914215
647,489.524200
648,235.972336
649,800.158875
650,18.543861
651,299.292847
652,124.426994
653,277.608063
654,31.247032
655,163.825500
656,4318.311523
657,7486.814941
658,19.000000
659,158.271408
660,65.887642
661,7481.360840
662,621.523254
663,168.622833
664,7143.083496
665,1263.532227
666,619.109436
667,4344.209961
668,1705.153076
669,5373.953125
670,5390.446777
671,3919.443359
672,95.345566
673,2130.143066
674,10019.210938
675,316.445221
676,41.422695
677,1003.846008
678,4077.056152
679,997.956177
680,90.366936
681,1494.526489
682,220.416306
683,112.541740
684,359.526855
685,98.099983
686,317.394043
687,204.828827
688,5413.474609
689,1087.759033
690,366.359009
691,142.336060
692,2178.351074
693,114.161758
694,136.610382
695,1582.213257
696,6584.437012
697,6396.986328
698,513.041504
699,1925.254639
700,892.936096
701,80.717224
702,114.244087
703,138.131302
704,363.746979
705,2771.106201
706,1008.899475
707,653.646484
708,205.037460
709,919.518616
710,81.263550
711,255.611969
712,44.402061
713,520.161438
714,1122.462769
715,104.021210
716,1776.638916
717,31.857117
718,365.003418
719,30.395182
720,349.080994
721,964.648865
722,290.176849
723,949.556091
724,90.128975
725,2537.107422
726,5600.512695
727,116.835670
728,1853.609985
729,2726.447021
730,1927.845337
731,209.301208
732,1039.401978
733,388.572144
734,95.956718
735,252.409607
736,3666.834961
737,250.151657
738,194.571014
739,315.279449
740,973.180542
741,340.847137
742,70.132645
743,30.870989
744,203.355927
745,100.421532
746,224.113129
747,111.682854
748,818.958557
749,4768.302246
750,9455.706055
751,96.334877
752,168.281357
753,276.417389
754,122.221100
755,1887.153564
756,2823.244141
757,339.873962
758,5599.616211
759,5200.916016
760,85.758339
761,2.312500
762,2732.324219
763,45.414127
764,34.692982
765,873.037598
766,367.310699
767,1364.384155
768,186.386383
769,61.923126
770,540.412476
771,32.592308
772,5.315789
773,1051.426880
774,5755.685059
775,2459.354248
776,1157.120850
777,4960.679199
778,156.704376
779,1186.937256
780,1527.048828
781,6340.026367
782,6147.388184
783,103.358650
784,53.305027
785,229.332458
786,105.112907
787,2510.522705
788,360.345795
789,2316.979736
790,7234.357910
791,4089.421875
792,760.605164
793,252.230743
794,1765.109619
795,1122.342773
796,93.169411
797,5618.938477
798,2206.217529
799,34.825016
800,123.561203
801,3689.779785
802,240.034210
803,4453.906738
804,60.500011
805,4960.925781
806,408.675323
807,277.590515
808,1854.971069
809,3104.582764
810,29.833305
811,19.043478
812,8.323528
813,159.048126
814,963.046204
815,88.629051
816,30.369564
817,34.085697
818,730.104675
819,40.568436
820,2364.168945
821,1480.607422
822,375.930206
823,127.738396
824,3895.560303
825,55.916683
826,1446.106445
827,803.982788
828,326.718018
829,793.890259
830,829.460754
831,2216.250977
832,3008.120361
833,418.036316
834,72.148529
835,875.665833
836,1601.524048
837,280.883331
838,112.384605
839,368.199707
840,147.940430
841,114.665359
842,8.909089
843,1123.298950
844,367.214050
845,148.975021
846,92.649292
847,1990.418579
848,978.941833
849,4130.567871
850,2120.643799
851,87.603989
852,8.521739
853,1889.681152
854,565.639954
855,27.119030
856,122.241798
857,67.393326
858,124.285759
859,3240.714844
860,9186.620117
861,3276.376953
862,645.468262
863,765.780762
864,637.840393
865,3696.571045
866,10024.145508
867,125.018326
868,237.418518
869,95.593559
870,52.029636
871,2650.518066
872,54.637161
873,29.608101
874,30.870989
875,151.513275
876,354.864929
877,350.994415
878,174.094299
879,665.023193
880,2945.390137
881,116.102364
882,746.563782
883,8202.750000
884,8867.829102
885,2114.864014
886,66.713028
887,210.957077
888,561.096191
889,247.983231
890,332.845306
891,295.333649
892,248.091125
893,574.635803
894,1022.116028
895,98.255974
896,13.743587
897,240.135269
898,106.099991
899,59.409843
900,1841.468506
901,154.779587
902,68.607529
903,363.718109
904,55.756420
905,3937.902832
906,1876.941772
907,195.954529
908,32.222195
909,1250.684204
910,26.597561
911,30.675316
912,311.823242
913,107.448616
914,2.200000
915,7603.336426
916,573.548157
917,31.133347
918,1772.577026
919,77.058029
920,1002.610901
921,930.412292
922,2985.385986
923,125.342140
924,1025.946167
925,312.659546
926,1249.556396
927,126.883339
928,398.913513
929,152.384338
930,98.323540
931,74.135384
932,39.987965
933,5608.298340
934,9763.078125
935,117.470703
936,967.197937
937,55.210014
938,959.397827
939,79.458351
940,2286.247070
941,35.012360
942,178.218323
943,2131.366699
944,217.390381
945,2974.529053
946,2688.635986
947,3.785714
948,1269.228882
949,400.407684
950,183.481354
951,842.610352
952,194.920090
953,131.018631
954,57.701496
955,61.102051
956,115.823006
957,5498.505371
958,1549.065430
959,514.415771
960,53.200016
961,4.888889
962,8416.410156
963,1430.768188
964,288.157898
965,1204.352051
966,3333.541748
967,49.633797
968,181.357773
969,892.378784
970,15.547174
971,35.410465
972,133.675980
973,1042.737671
974,43.666622
975,9.099998
976,74.174484
977,6814.266602
978,248.949829
979,36.299976
980,369.727020
981,3832.540527
982,314.484467
983,435.835968
984,112.369598
985,2515.428955
986,32.269234
987,311.104065
988,4165.543945
989,6332.203613
990,2304.125244
991,401.818146
992,132.643738
993,47.413322
994,1882.981689
995,54.147972
996,614.748901
997,36.151897
998,18.828947
999,36.960682
1000,82.296295
1001,1597.875610
1002,287.882904
1003,3855.445801
1004,235.347809
1005,97.913788
1006,1.681818
1007,7.050001
1008,59.442562
1009,6656.973145
1010,3541.113037
1011,4641.217773
1012,2238.728027
1013,304.429443
1014,411.174774
1015,1209.015503
1016,22.951616
1017,2487.666016
1018,439.895325
1019,142.059189
1020,1443.072144
1021,97.613190
1022,44.029602
1023,24.574471
1024,32.569767
1025,32.281250
1026,3751.598877
1027,313.530579
1028,351.655151
1029,1758.470215
1030,127.327751
1031,370.315613
1032,47.217934
1033,41.589100
1034,90.736153
1035,3286.909424
1036,2411.288818
1037,530.104248
1038,3013.282471
1039,620.658875
1040,50.338726
1041,21.545479
1042,2013.205200
1043,460.998322
1044,352.839752
1045,178.373444
1046,203.973480
1047,1176.644775
1048,1026.555054
1049,100.076881
1050,3519.072266
1051,321.493530
1052,564.857666
1053,135.029404
1054,227.642792
1055,188.640167
1056,1217.821899
1057,94.189407
1058,96.218765
1059,30.602549
1060,3973.840576
1061,33.522739
1062,244.755478
1063,52.377338
1064,4252.939941
1065,173.442276
1066,1399.176392
1067,172.593231
1068,239.250046
1069,227.123199
1070,5064.993652
1071,38.705471
1072,105.010963
1073,185.466293
1074,520.389771
1075,93.309685
1076,613.562500
1077,172.490524
1078,461.054688
1079,94.052666
1080,360.139557
1081,1124.477661
1082,171.338608
1083,11.029412
1084,5804.767578
1085,4.666667
1086,207.131104
1087,559.336548
1088,421.292847
1089,90.712608
1090,238.101700
1091,304.894287
1092,375.806305
1093,700.745544
1094,831.038513
1095,97.238312
1096,3.125000
1097,1325.553223
1098,4433.162598
1099,2215.937500
1100,1753.297729
1101,155.715454
1102,32.131153
1103,219.506195
1104,1785.005615
1105,2953.988770
1106,119.572746
1107,4170.947754
1108,189.181610
1109,246.904449
1110,30.980394
1111,518.777405
1112,3808.118164
1113,127.703239
1114,40.113049
1115,53.674698
1116,31.436481
1117,1921.859741
1118,1719.217163
1119,6.593750
1120,13.151519
1121,313.686859
1122,401.913055
1123,1089.710205
1124,109.163712
1125,264.251526
1126,792.552185
1127,447.119324
1128,71.000000
1129,2425.748779
1130,3.750000
1131,999.826782
1132,349.632172
1133,47.225357
1134,4742.104492
1135,2176.176758
1136,1209.715454
1137,400.125397
1138,1497.629761
1139,272.619324
1140,2382.607666
1141,84.460999
1142,1091.289673
1143,1406.041016
1144,14.118421
1145,1643.012939
1146,100.528625
1147,3981.707031
1148,244.812302
1149,1924.795776
1150,135.411591
1151,127.132141
1152,3400.081787
1153,94.393700
1154,453.705750
1155,229.232651
1156,21.319998
1157,789.803650
1158,40.418385
1159,30.870989
1160,340.840576
1161,1320.095947
1162,913.384766
1163,2383.816650
1164,28.023514
1165,106.368179
1166,590.382324
1167,2319.575684
1168,5694.696289
1169,569.612488
1170,450.171051
1171,3319.030518
1172,528.613525
1173,652.295349
1174,3.388889
1175,6.772727
1176,33.326092
1177,191.609924
1178,64.263420
1179,1885.911987
1180,886.497131
1181,2007.707153
1182,53.357132
1183,1.500000
1184,2.400000
1185,127.903580
1186,1000.360168
1187,290.052307
1188,1270.878784
1189,868.926514
1190,2210.451904
1191,884.763672
1192,56.377106
1193,157.066315
1194,955.221436
1195,17.988636
1196,5.117646
1197,1146.422974
1198,1725.648315
1199,2535.490967
1200,3357.289062
1201,4008.998779
1202,3268.302979
1203,365.345428
1204,71.229164
1205,48.885712
1206,278.476593
1207,1150.987915
1208,28.726030
1209,100.657768
1210,32.494099
1211,3222.789062
1212,528.408081
1213,215.350952
1214,52.696980
1215,44.970154
1216,48.801861
1217,242.637375
1218,192.023605
1219,3628.406494
1220,2827.705811
1221,151.080978
1222,3.600000
1223,415.987427
1224,106.404617
1225,672.921143
1226,13.187500
1227,66.051285
1228,11.944444
1229,101.918808
1230,880.380005
1231,7.500000
1232,125.385033
1233,400.292053
1234,39.076088
1235,12.416667
1236,87.830505
1237,4.464285
1238,3156.759277
1239,161.189026
1240,64.752563
1241,48.283215
1242,258.551880
1243,2031.589111
1244,228.476974
1245,367.053925
1246,101.451698
1247,31.806467
1248,153.774719
1249,26.372541
1250,158.039352
1251,135.447006
1252,86.860008
1253,3083.288330
1254,3517.668457
1255,33.828373
1256,21.470556
1257,30.630001
1258,20.603451
1259,8.454545
1260,3814.967041
1261,502.502441
1262,181.159286
1263,357.183716
1264,79.708817
1265,19.416662
1266,108.725769
1267,38.206249
1268,1112.203369
1269,1695.000854
1270,46.767117
1271,1704.671265
1272,575.727295
1273,41.086754
1274,13.979602
1275,38.599949
1276,139.695175
1277,458.458252
1278,2720.335205
1279,118.492630
1280,21.709301
1281,3522.995605
1282,577.784851
1283,15.216216
1284,534.987488
1285,61.314419
1286,737.370178
1287,779.118103
1288,160.199600
1289,8.129040
1290,15.327589
1291,645.852173
1292,211.467300
1293,2900.382080
1294,1647.741821
1295,491.082214
1296,2085.205566
1297,32.282330
1298,2.750000
1299,333.622681
1300,1103.784058
1301,20.545456
1302,215.115234
1303,1215.751587
1304,42.388893
1305,88.064392
1306,43.320312
1307,117.652679
1308,33.726688
1309,1061.671509
1310,19.044086
1311,26.178080
1312,8.857143
1313,81.477280
1314,1849.461426
1315,100.483841
1316,521.874817
1317,718.019592
1318,8.468750
1319,146.202362
1320,8.416668
1321,79.267845
1322,184.733353
1323,115.515564
1324,2705.747559
1325,177.049774
1326,3.909091
1327,5.192308
1328,633.667419
1329,50.601921
1330,82.017708
1331,271.229614
1332,5615.818359
1333,730.968750
1334,61.098026
1335,90.562050
1336,1371.048706
1337,137.882767
1338,1683.878174
1339,1313.684326
1340,4.264705
1341,1963.383789
1342,9.583333
1343,1308.407715
1344,85.431831
1345,40.974564
1346,4.062500
1347,77.738281
1348,3033.622314
1349,279.390350
1350,29.816673
1351,750.127014
1352,3140.181641
1353,391.029419
1354,3500.951172
1355,47.600018
1356,754.930420
1357,695.279602
1358,33.203125
1359,29.187500
1360,43.040325
1361,103.560616
1362,38.314816
1363,33.147728
1364,29.046144
1365,494.693665
1366,30.895348
1367,3.857143
1368,1660.327026
1369,21.199999
1370,36.531246
1371,158.448074
1372,36.307678
1373,129.064651
1374,15.250001
1375,120.071800
1376,2829.356689
1377,1462.932983
1378,17.564516
1379,15.599997
1380,5.125000
1381,9.054057
1382,1053.807739
1383,81.562912
1384,11.708331
1385,150.289261
1386,48.019379
1387,35.319153
1388,63.823818
1389,160.005325
1390,35.219772
1391,38.096802
1392,139.753433
1393,1551.598999
1394,105.726929
1395,6411.567383
1396,1254.734497
1397,172.755142
1398,3.000000
1399,51.075581
1400,1706.563232
1401,158.651062
1402,943.948181
1403,17.476191
1404,4.781250
1405,172.558533
1406,1331.461182
1407,1345.582153
1408,10.552632
1409,111.532753
1410,669.382690
1411,25.333334
1412,31.163462
1413,77.943192
1414,45.311478
1415,40.065918
1416,30.377720
1417,109.613327
1418,1229.668823
1419,32.531250
1420,10.647058
1421,3098.671387
1422,538.956970
1423,730.177185
1424,308.517426
1425,983.492554
1426,105.717407
1427,31.738068
1428,2342.306641
1429,33.500000
1430,880.735596
1431,16.631578
1432,11.068967
1433,1.642857
1434,2.437500
1435,484.101898
1436,64.482773
1437,640.811279
1438,30.870989
1439,3.375000
1440,176.754425
1441,961.780029
1442,1368.134644
1443,60.058243
1444,13.828569
1445,462.266510
1446,42.779655
1447,18.717951
1448,527.792603
1449,71.321404
1450,89.122696
1451,13.520834
1452,18.984375
1453,6.625000
1454,29.860735
1455,3063.171143
1456,85.209717
1457,404.691589
1458,761.991516
1459,891.849548
1460,74.460159
1461,592.314148
1462,2.250000
1463,397.777527
1464,30.500015
1465,6.642858
1466,276.983063
1467,67.292671
1468,69.303566
1469,171.895142
1470,154.211441
1471,14.757144
1472,122.687828
1473,1063.792236
1474,10.250000
1475,135.063828
1476,73.623444
1477,172.604843
1478,28.617641
1479,175.018921
1480,36.595726
1481,78.666687
1482,79.836197
1483,19.762503
1484,1.500000
1485,146.741821
1486,29.547623
1487,2.875000
1488,6.500000
1489,875.052307
1490,26.697367
1491,3.000000
1492,13.166666
1493,2920.321289
1494,292.612244
1495,8.400000
1496,475.739960
1497,447.695099
1498,673.333923
1499,1552.395630
1500,3.666667
1501,307.774200
1502,7.521741
1503,867.305115
1504,11.214286
1505,28.254900
1506,56.806942
1507,84.766670
1508,460.775421
1509,30.135578
1510,25.524389
1511,188.101044
1512,240.677780
1513,3.928571
1514,60.897758
1515,4.428571
1516,112.854111
1517,18.600000
1518,14.235295
1519,42.639999
1520,2.000000
1521,32.053043
1522,25.999998
1523,1166.186157
1524,4.950000
1525,9.500000
1526,149.918518
1527,2.166667
1528,4.444444
1529,6.961538
1530,5.666667
1531,8.166666
1532,11.058823
1533,31.044439
1534,52.252956
1535,1.666667
1536,5.629633
1537,6.593750
1538,13.977272
1539,2.250000
1540,12.714285
1541,554.034973
1542,85.072899
1543,12.399998
1544,74.811249
1545,4.285714
1546,1.600000
1547,10.225000
1548,9.272727
1549,4.000000
1550,7.772727
1551,1.625000
1552,78.784943
1553,1.642857
1554,9.812499
1555,3.222222
1556,3.363636
1557,251.915665
1558,6.250000
1559,14.208332
1560,22.689655
1561,62.187508
1562,4.650000
1563,224.156586
1564,3.571429
1565,4.312500
1566,2.000000
1567,10.921052
1568,1.500000
1569,3.300000
1570,12.736843
1571,3.700000
1572,14.833332
1573,4.676470
1574,174.721329
1575,1.500000
1576,7.277778
1577,7.533332
1578,5.285714
1579,4.062500
1580,1.000000
1581,7.538461
1582,4.730769
1583,42.127659
1584,4.214286
1585,75.534645
1586,2.333333
1587,8.650001
1588,2.875000
1589,47.346157
1590,2.142857
1591,5.785714
1592,4.000000
1593,37.949150
1594,8.884615
1595,927.120911
1596,1.666667
1597,6.299999
1598,4.000000
1599,18.211538
1600,1.916667
1601,3.750000
1602,2.100000
1603,22.583330
1604,2.100000
1605,41.198868
1606,7.600000
1607,11.214286
1608,24.821428
1609,3.800000
1610,2.333333
1611,3.300000
1612,2.833333
1613,2.875000
1614,1.500000
1615,1.500000
1616,3.200000
1617,1.500000
1618,7.842105
1619,2.833333
1620,2.750000
1621,3.500000
1622,5.250000
1623,2.500000
1624,2.166667
1625,1.625000
1626,1.666667
1627,1.666667
1628,3.000000
1629,1.500000
1630,2.166667
1631,1.666667
1632,1.250000
1633,1.000000
1634,2.000000
1635,2.250000
1636,1.642857
1637,1.500000
1638,1.500000
1639,1.500000
1640,1.500000
1641,1.666667
1642,1.250000
1643,1.500000
1644,2.166667
1645,1.500000
1646,1.500000
1647,1.250000
1648,1.250000
1649,1.000000
1650,5160.472168
1651,4363.194824
1652,989.417725
1653,777.304077
1654,63.627289
1655,653.499878
1656,3096.281006
1657,923.965027
1658,45.946804
1659,250.016281
1660,2155.748535
1661,1861.987915
1662,661.188843
1663,2551.272461
1664,79.874016
1665,458.908539
1666,445.210846
1667,82.742722
1668,300.395172
1669,722.259949
1670,1582.448730
1671,841.372986
1672,532.900208
1673,6.611110
1674,13.891304
1675,2425.525879
1676,2894.043945
1677,2671.506348
1678,2374.426514
1679,261.623779
1680,38.963230
1681,3813.239746
1682,186.718567
1683,855.623962
1684,225.028870
1685,1979.739624
1686,134.145218
1687,45.517643
1688,49.227276
1689,957.158630
1690,2469.738770
1691,2953.598389
1692,1201.175781
1693,27.692986
1694,63.500000
1695,21.756943
1696,53.253620
1697,1988.022461
1698,2383.246582
1699,8680.244141
1700,34.797615
1701,13.207315
1702,1017.364624
1703,606.282288
1704,1383.107666
1705,589.889587
1706,2686.696289
1707,344.008087
1708,55.799999
1709,60.666668
1710,786.906128
1711,109.917435
1712,559.814514
1713,73.270020
1714,2168.159912
1715,485.743164
1716,1306.825684
1717,40.612900
1718,551.396484
1719,65.360458
1720,2075.351318
1721,35.220932
1722,817.707520
1723,28.572725
1724,249.020569
1725,1405.304565
1726,3.875000
1727,147.946442
1728,1.750000
1729,301.643494
1730,114.391174
1731,4252.809570
1732,1086.854004
1733,725.396362
1734,1311.874634
1735,1190.967041
1736,1411.825317
1737,2241.075195
1738,3351.050049
1739,46.320175
1740,860.770020
1741,4750.486816
1742,733.607117
1743,1250.119019
1744,182.776016
1745,1536.381836
1746,2025.870117
1747,2455.826904
1748,12.956521
1749,24.756752
1750,348.840240
1751,239.665237
1752,12.307693
1753,17.053192
1754,2780.837646
1755,1328.174927
1756,696.961975
1757,240.912842
1758,40.913052
1759,7474.131348
1760,2414.413086
1761,859.562744
1762,28.792458
1763,1672.631348
1764,841.991089
1765,263.694550
1766,460.469727
1767,25.500000
1768,311.513428
1769,1771.684692
1770,3108.688232
1771,1526.861328
1772,363.241699
1773,6920.268555
1774,185.843903
1775,666.363708
1776,934.165283
1777,376.358582
1778,904.117126
1779,749.483521
1780,330.649261
1781,1260.166992
1782,61.984692
1783,58.207699
1784,437.570923
1785,1101.467407
1786,2998.482666
1787,58.895836
1788,594.363342
1789,11.704545
1790,71.085281
1791,324.613922
1792,671.439209
1793,2495.796387
1794,88.500023
1795,233.791763
1796,3890.412842
1797,905.463501
1798,482.653259
1799,1179.988647
1800,14.067568
1801,3.227273
1802,2157.577393
1803,710.500854
1804,44.313328
1805,673.509949
