,timestamp,publish,media_size,location,user_id
136,45,0,48971,"(6.12, 106.5)",185
137,45,0,31716,"(34.2, 58.3)",194
138,45,0,61913,"(48.51, 2.2)",194
139,46,0,45912,"(77.02, 38.53)",19
140,46,0,13091,"(40.02, 32.54)",185
141,46,0,32651,"(41.18, 2.06)",152
142,46,0,199885,"(13.5, 100.29)",19
143,46,0,55978,"(77.02, 38.53)",168
144,47,0,116484,"(77.02, 38.53)",147
145,47,0,55771,"(21.3, 39.1)",95
146,48,0,150285,"(13.5, 100.29)",103
147,48,1,15836,"(47.56, 15.47)",95
148,49,0,31881,"(51.3, 0.07)",217
149,49,0,134724,"(23.38, 102.33)",30
150,49,0,16723,"(77.02, 38.53)",210
151,50,0,18011,"(21.3, 39.1)",156
152,50,1,116770,"(35.42, 139.0)",176
153,51,0,408101,"(47.56, 15.47)",203
154,54,0,224341,"(77.02, 38.53)",65
155,55,0,57892,"(77.02, 38.53)",53
156,55,0,11485,"(77.02, 38.53)",196
157,55,0,206629,"(48.08, 11.35)",30
158,55,0,153883,"(6.12, 106.5)",64
159,55,0,32774,"(3.08, 101.42)",168
160,56,0,75748,"(77.02, 38.53)",16
161,56,0,118545,"(23.38, 102.33)",211
162,56,0,196041,"(6.12, 106.5)",99
163,56,0,5923,"(41.18, 2.06)",143
164,56,0,90822,"(6.12, 106.5)",7
165,57,0,19924,"(40.02, 32.54)",138
166,57,0,73987,"(6.12, 106.5)",123
167,58,0,105270,"(21.3, 39.1)",160
168,58,0,25660,"(21.3, 39.1)",148
169,59,0,183101,"(77.02, 38.53)",18
170,59,0,93104,"(28.36, 77.12)",172
171,60,0,242899,"(35.42, 139.0)",99
172,61,0,228762,"(77.02, 38.53)",99
173,61,0,34514,"(48.08, 11.35)",32
174,62,0,107282,"(35.42, 139.0)",164
175,63,0,35727,"(41.18, 2.06)",127
176,63,0,60744,"(77.02, 38.53)",26
177,64,0,332582,"(6.15, 75.36)",6
178,64,0,71028,"(21.3, 39.1)",76
179,64,0,89565,"(77.02, 38.53)",140
180,64,0,10220,"(47.56, 15.47)",16
181,64,0,78737,"(47.56, 15.47)",142
182,65,0,42836,"(77.02, 38.53)",184
183,66,0,51930,"(77.02, 38.53)",103
184,66,1,11875,"(23.38, 102.33)",190
185,66,0,95908,"(49.13, 123.06)",95
186,67,0,317549,"(23.38, 102.33)",219
187,67,0,46404,"(48.51, 2.2)",220
188,67,0,178412,"(6.12, 106.5)",22
189,67,0,42729,"(28.36, 77.12)",61
190,68,0,109248,"(35.42, 139.0)",163
191,68,0,64366,"(35.42, 139.0)",160
192,68,0,99712,"(28.36, 77.12)",127
193,69,0,95942,"(28.36, 77.12)",147
194,69,0,32879,"(13.5, 100.29)",190
195,69,0,212563,"(6.12, 106.5)",217
196,69,0,40022,"(77.02, 38.53)",39
197,70,0,15123,"(77.02, 38.53)",158
198,71,0,309923,"(48.51, 2.2)",185
199,72,0,46706,"(77.02, 38.53)",11
200,73,0,143742,"(35.42, 139.0)",139
201,74,0,313136,"(35.42, 139.0)",82
202,74,0,26550,"(51.3, 0.07)",23
203,75,0,84172,"(30.0, 31.17)",196
204,76,0,106541,"(28.36, 77.12)",216
205,76,0,33236,"(41.18, 2.06)",23
206,77,0,10824,"(28.36, 77.12)",16
207,78,0,83953,"(6.15, 75.36)",0
208,80,0,115024,"(47.56, 15.47)",0
209,80,0,54445,"(6.12, 106.5)",58
210,80,0,54473,"(28.36, 77.12)",39
211,81,0,38929,"(48.51, 2.2)",13
212,81,0,35819,"(21.3, 39.1)",13
213,82,0,361830,"(77.02, 38.53)",156
214,82,0,100632,"(48.08, 11.35)",140
215,83,1,30294,"(51.3, 0.07)",210
216,84,0,143819,"(34.2, 58.3)",19
217,85,0,339675,"(21.3, 39.1)",53
218,87,0,211092,"(14.37, 121.0)",26
219,88,0,45718,"(77.02, 38.53)",8
220,89,0,117117,"(6.12, 106.5)",40
221,89,0,47726,"(6.15, 75.36)",87
222,90,0,664549,"(77.02, 38.53)",8
223,91,0,258105,"(6.15, 75.36)",205
224,91,0,58806,"(34.2, 58.3)",79
225,91,0,75032,"(35.42, 139.0)",19
226,92,0,69161,"(77.02, 38.53)",47
227,93,0,47949,"(6.12, 106.5)",13
228,93,0,101585,"(35.42, 139.0)",117
229,94,0,106935,"(77.02, 38.53)",185
230,95,0,41686,"(35.42, 139.0)",200
231,95,0,44765,"(21.3, 39.1)",145
232,96,0,75185,"(35.42, 139.0)",104
233,97,0,80906,"(77.02, 38.53)",152
234,98,0,177493,"(47.56, 15.47)",222
235,98,0,198693,"(35.42, 139.0)",222
236,98,0,102940,"(35.42, 139.0)",222
237,98,0,55823,"(40.02, 32.54)",22
238,98,0,48647,"(23.38, 102.33)",42
239,99,0,186236,"(47.56, 15.47)",22
240,99,0,52168,"(41.18, 2.06)",150
241,99,0,116841,"(35.42, 139.0)",117
242,100,0,43542,"(48.51, 2.2)",34
243,101,0,51726,"(14.37, 121.0)",215
244,101,0,15464,"(35.42, 139.0)",7
245,101,0,7922,"(77.02, 38.53)",7
246,101,0,43259,"(48.51, 2.2)",64
247,101,0,98575,"(35.42, 139.0)",150
248,101,0,59943,"(77.02, 38.53)",215
249,101,0,63720,"(49.13, 123.06)",216
250,101,0,34348,"(23.38, 102.33)",206
251,101,0,71971,"(40.02, 32.54)",190
252,102,0,35169,"(49.13, 123.06)",172
253,103,0,85226,"(47.56, 15.47)",54
254,103,0,71826,"(77.02, 38.53)",216
255,104,0,25538,"(77.02, 38.53)",117
256,105,0,52391,"(28.36, 77.12)",16
257,107,0,180786,"(47.56, 15.47)",67
258,108,0,38101,"(35.42, 139.0)",91
259,108,0,126025,"(77.02, 38.53)",59
260,109,0,62903,"(77.02, 38.53)",206
261,109,0,151729,"(35.42, 139.0)",206
262,109,0,57285,"(28.36, 77.12)",85
263,110,0,39837,"(49.13, 123.06)",189
264,110,0,40498,"(77.02, 38.53)",68
265,110,0,75412,"(35.42, 139.0)",104
266,110,0,37318,"(35.42, 139.0)",68
267,111,0,110057,"(49.13, 123.06)",104
268,111,0,128176,"(35.42, 139.0)",104
269,113,0,39695,"(23.38, 102.33)",54
270,114,0,28742,"(48.51, 2.2)",39
271,115,0,57422,"(37.35, 127.03)",52
272,115,0,20194,"(47.56, 15.47)",59
273,116,0,83839,"(47.56, 15.47)",153
274,116,0,76533,"(35.42, 139.0)",134
275,116,0,145844,"(28.36, 77.12)",203
276,117,0,18990,"(77.02, 38.53)",89
277,119,0,148850,"(35.42, 139.0)",125
278,120,0,11458,"(77.02, 38.53)",46
279,122,0,222840,"(23.38, 102.33)",140
280,122,1,181745,"(35.42, 139.0)",134
281,123,0,111439,"(6.12, 106.5)",134
282,124,0,38438,"(28.36, 77.12)",59
283,125,0,56624,"(47.56, 15.47)",43
284,126,0,50668,"(51.3, 0.07)",140
285,127,0,79511,"(77.02, 38.53)",77
286,128,0,94567,"(28.36, 77.12)",199
287,128,0,55707,"(28.36, 77.12)",176
288,128,1,183337,"(51.3, 0.07)",129
289,129,0,70738,"(37.35, 127.03)",203
290,129,0,113570,"(35.42, 139.0)",31
291,130,1,163677,"(21.3, 39.1)",129
292,131,0,166390,"(14.37, 121.0)",157
293,131,0,75025,"(6.12, 106.5)",216
294,133,0,187810,"(28.36, 77.12)",70
295,134,0,116508,"(77.02, 38.53)",108
296,134,0,338322,"(51.3, 0.07)",59
297,134,0,120098,"(77.02, 38.53)",73
298,134,0,208115,"(23.38, 102.33)",52
299,134,0,106904,"(47.56, 15.47)",52
300,134,0,99961,"(35.42, 139.0)",153
301,134,0,61978,"(47.56, 15.47)",43
302,135,0,25502,"(40.02, 32.54)",99
303,135,0,119435,"(21.3, 39.1)",144
304,135,0,35097,"(51.3, 0.07)",28
305,136,0,4277,"(28.36, 77.12)",32
306,137,0,194544,"(51.3, 0.07)",87
307,137,0,113132,"(77.02, 38.53)",148
308,137,0,31140,"(77.02, 38.53)",171
309,137,0,24801,"(6.12, 106.5)",59
310,141,0,33098,"(35.42, 139.0)",32
311,141,0,148810,"(6.12, 106.5)",179
312,143,0,118546,"(35.42, 139.0)",65
313,143,0,30098,"(77.02, 38.53)",65
314,143,0,115343,"(23.38, 102.33)",164
315,144,0,153955,"(47.56, 15.47)",28
316,146,0,83071,"(6.12, 106.5)",54
317,147,0,39193,"(51.3, 0.07)",171
318,149,1,70418,"(77.02, 38.53)",6
319,149,0,49963,"(48.08, 11.35)",77
320,150,0,199874,"(37.35, 127.03)",160
321,150,0,26971,"(21.3, 39.1)",128
322,150,0,745476,"(35.42, 139.0)",67
323,151,0,215211,"(23.38, 102.33)",206
324,153,0,144300,"(41.18, 2.06)",17
325,153,0,45132,"(77.02, 38.53)",46
326,154,0,36975,"(35.42, 139.0)",203
327,155,0,42250,"(77.02, 38.53)",1
328,155,0,90674,"(47.56, 15.47)",182
329,157,0,196214,"(77.02, 38.53)",87
330,157,0,20219,"(21.3, 39.1)",215
331,158,0,12810,"(51.3, 0.07)",46
332,160,0,33718,"(35.42, 139.0)",142
333,160,0,66965,"(21.3, 39.1)",87
334,160,0,13794,"(77.02, 38.53)",6
335,160,0,118059,"(47.56, 15.47)",206
336,160,0,67795,"(14.37, 121.0)",87
337,161,0,25146,"(51.3, 0.07)",6
338,162,0,175677,"(35.42, 139.0)",142
339,163,1,146320,"(28.36, 77.12)",19
340,164,0,49989,"(48.51, 2.2)",105
341,165,0,212841,"(77.02, 38.53)",78
342,167,0,73523,"(47.56, 15.47)",26
343,167,0,16982,"(6.12, 106.5)",112
344,168,0,149507,"(35.42, 139.0)",119
345,168,0,54565,"(35.42, 139.0)",134
346,168,0,50166,"(6.12, 106.5)",125
347,169,0,74272,"(47.56, 15.47)",52
348,170,0,122223,"(77.02, 38.53)",44
349,170,0,167965,"(48.08, 11.35)",87
350,171,0,19347,"(28.36, 77.12)",14
351,172,0,53685,"(21.3, 39.1)",3
352,173,0,165835,"(21.3, 39.1)",164
353,175,0,93304,"(51.3, 0.07)",14
354,177,0,101867,"(41.18, 2.06)",53
355,178,0,95913,"(51.3, 0.07)",38
356,180,0,57561,"(6.12, 106.5)",99
357,181,0,224454,"(6.12, 106.5)",33
358,181,0,138960,"(35.42, 139.0)",26
359,183,0,188508,"(6.15, 75.36)",195
360,184,0,116386,"(41.18, 2.06)",122
361,184,0,40354,"(6.12, 106.5)",215
362,184,0,26774,"(35.42, 139.0)",38
363,184,0,12824,"(28.36, 77.12)",55
364,184,0,48413,"(14.37, 121.0)",1
365,185,0,82773,"(48.51, 2.2)",103
366,185,0,92002,"(41.18, 2.06)",6
367,186,1,85409,"(51.3, 0.07)",142
368,186,0,92035,"(34.2, 58.3)",153
369,187,0,128405,"(35.42, 139.0)",199
370,187,0,80003,"(35.42, 139.0)",139
371,187,0,57943,"(37.35, 127.03)",166
372,189,1,5273,"(13.5, 100.29)",78
373,189,0,63671,"(77.02, 38.53)",148
374,191,0,74359,"(35.42, 139.0)",206
375,192,0,256300,"(30.0, 31.17)",28
376,192,0,42340,"(14.37, 121.0)",40
377,193,0,91479,"(77.02, 38.53)",182
378,193,0,154169,"(13.5, 100.29)",78
379,194,0,23191,"(35.42, 139.0)",213
380,194,0,55867,"(35.42, 139.0)",213
381,194,0,66509,"(41.18, 2.06)",107
382,194,0,16589,"(77.02, 38.53)",126
383,194,0,45900,"(21.3, 39.1)",111
384,196,0,39548,"(47.56, 15.47)",47
385,196,0,35054,"(35.42, 139.0)",105
386,197,0,97659,"(48.51, 2.2)",39
387,197,1,62105,"(21.3, 39.1)",28
388,198,0,66320,"(77.02, 38.53)",199
389,200,0,88447,"(14.37, 121.0)",182
390,203,0,56778,"(21.3, 39.1)",82
391,205,0,36796,"(14.37, 121.0)",142
392,205,0,9995,"(77.02, 38.53)",124
393,205,0,29832,"(28.36, 77.12)",9
394,206,0,44619,"(28.36, 77.12)",28
395,207,0,35149,"(41.18, 2.06)",157
396,207,0,34136,"(49.13, 123.06)",144
397,207,0,10931,"(13.5, 100.29)",124
398,208,0,46181,"(77.02, 38.53)",122
399,208,0,161663,"(35.42, 139.0)",9
400,210,0,22470,"(40.02, 32.54)",96
401,211,0,93640,"(77.02, 38.53)",157
402,211,0,25842,"(40.02, 32.54)",96
403,211,0,68709,"(51.3, 0.07)",152
404,212,0,133874,"(6.12, 106.5)",215
405,212,0,84868,"(35.42, 139.0)",40
406,212,0,350829,"(41.18, 2.06)",157
407,213,0,254818,"(14.37, 121.0)",162
408,214,0,105664,"(13.5, 100.29)",122
409,214,0,213418,"(51.3, 0.07)",107
410,215,1,54491,"(35.42, 139.0)",201
411,216,0,288177,"(40.02, 32.54)",99
412,217,0,32680,"(77.02, 38.53)",107
413,219,0,190264,"(35.42, 139.0)",107
414,219,1,33571,"(77.02, 38.53)",78
415,219,0,112437,"(13.5, 100.29)",182
416,219,0,17896,"(28.36, 77.12)",9
417,219,0,198592,"(77.02, 38.53)",107
418,220,0,8264,"(77.02, 38.53)",55
419,222,0,7447,"(35.42, 139.0)",154
420,223,0,67458,"(35.42, 139.0)",89
421,225,0,26880,"(51.3, 0.07)",39
422,226,0,171846,"(77.02, 38.53)",73
423,227,0,85964,"(77.02, 38.53)",144
424,227,0,77520,"(40.02, 32.54)",148
425,227,0,45531,"(40.02, 32.54)",148
426,227,0,124202,"(77.02, 38.53)",192
427,227,0,47841,"(48.51, 2.2)",64
428,228,0,23928,"(49.13, 123.06)",144
429,229,0,59005,"(48.51, 2.2)",32
430,229,0,128730,"(6.12, 106.5)",14
431,229,0,53584,"(35.42, 139.0)",55
432,230,0,110722,"(48.51, 2.2)",9
433,231,0,12150,"(28.36, 77.12)",213
434,231,0,47276,"(6.12, 106.5)",213
435,231,0,71872,"(47.56, 15.47)",182
436,231,0,15141,"(35.42, 139.0)",213
437,233,0,28825,"(35.42, 139.0)",144
438,233,0,246049,"(77.02, 38.53)",14
439,236,0,19693,"(51.3, 0.07)",98
440,236,0,67970,"(13.5, 100.29)",64
441,237,0,63586,"(34.2, 58.3)",5
442,237,0,65540,"(77.02, 38.53)",39
443,238,0,30838,"(13.5, 100.29)",64
444,239,0,23176,"(40.02, 32.54)",40
445,240,0,19422,"(35.42, 139.0)",89
446,240,0,55267,"(77.02, 38.53)",89
447,240,0,142654,"(13.5, 100.29)",213
448,241,0,167838,"(77.02, 38.53)",218
449,242,0,13065,"(37.35, 127.03)",218
450,243,0,48051,"(35.42, 139.0)",213
451,245,0,90459,"(48.51, 2.2)",218
452,248,0,54474,"(30.0, 31.17)",209
453,248,0,17042,"(47.56, 15.47)",39
454,249,0,143873,"(77.02, 38.53)",11
455,249,0,84699,"(47.56, 15.47)",56
456,249,0,45461,"(14.37, 121.0)",205
457,250,0,47637,"(35.42, 139.0)",124
458,250,0,21680,"(6.12, 106.5)",124
459,251,1,176927,"(48.51, 2.2)",85
460,254,0,49630,"(47.56, 15.47)",216
461,254,0,235251,"(77.02, 38.53)",9
462,256,0,62785,"(28.36, 77.12)",141
463,258,0,42987,"(47.56, 15.47)",118
464,258,0,69230,"(6.15, 75.36)",108
465,258,0,174935,"(28.36, 77.12)",148
466,258,0,33520,"(13.5, 100.29)",201
467,258,0,1291,"(35.42, 139.0)",201
468,260,0,108465,"(77.02, 38.53)",64
469,261,0,72934,"(77.02, 38.53)",118
470,262,0,47135,"(51.3, 0.07)",61
471,262,0,32971,"(77.02, 38.53)",6
472,262,0,45742,"(35.42, 139.0)",117
473,263,0,43999,"(28.36, 77.12)",123
474,263,0,97818,"(28.36, 77.12)",13
475,263,0,39131,"(48.51, 2.2)",64
476,266,0,49839,"(51.3, 0.07)",108
477,267,0,20070,"(77.02, 38.53)",22
478,267,0,37282,"(77.02, 38.53)",213
479,268,0,121962,"(35.42, 139.0)",155
480,269,0,102378,"(37.35, 127.03)",155
481,269,0,40808,"(21.3, 39.1)",141
482,270,0,41490,"(77.02, 38.53)",213
483,270,0,47855,"(21.3, 39.1)",159
484,270,1,84972,"(6.12, 106.5)",159
485,270,0,89893,"(23.38, 102.33)",81
486,271,0,98543,"(37.35, 127.03)",213
487,271,0,11234,"(14.37, 121.0)",30
488,272,0,67077,"(35.42, 139.0)",98
489,273,0,62158,"(77.02, 38.53)",46
490,276,0,150070,"(13.5, 100.29)",169
491,277,0,25101,"(35.42, 139.0)",121
492,278,0,89916,"(35.42, 139.0)",85
493,278,0,233392,"(37.35, 127.03)",76
494,278,0,70223,"(28.36, 77.12)",85
495,278,0,18557,"(77.02, 38.53)",126
496,279,0,105074,"(6.15, 75.36)",38
497,280,0,28580,"(41.18, 2.06)",201
498,281,0,54975,"(77.02, 38.53)",17
499,282,0,76972,"(48.51, 2.2)",159
500,282,0,54368,"(21.3, 39.1)",148
501,282,0,138001,"(49.13, 123.06)",210
502,283,0,43827,"(6.12, 106.5)",121
503,283,0,125933,"(23.38, 102.33)",213
504,285,1,195981,"(77.02, 38.53)",201
505,289,0,33162,"(77.02, 38.53)",117
506,289,1,106533,"(34.2, 58.3)",85
507,290,0,31404,"(40.02, 32.54)",116
508,291,0,18401,"(49.13, 123.06)",6
509,294,0,280075,"(48.51, 2.2)",179
510,295,0,112612,"(77.02, 38.53)",64
511,295,0,50553,"(41.18, 2.06)",205
512,296,0,90295,"(77.02, 38.53)",46
513,296,0,16319,"(51.3, 0.07)",121
514,297,0,29097,"(35.42, 139.0)",117
515,297,0,25979,"(21.3, 39.1)",117
516,297,0,37404,"(35.42, 139.0)",179
517,299,0,104828,"(48.51, 2.2)",132
518,303,0,112721,"(35.42, 139.0)",64
519,303,0,261297,"(14.37, 121.0)",3
520,303,0,35761,"(35.42, 139.0)",64
521,304,0,222393,"(6.12, 106.5)",213
522,305,0,266728,"(35.42, 139.0)",130
523,306,0,116437,"(51.3, 0.07)",209
524,306,0,289705,"(28.36, 77.12)",16
525,308,0,53575,"(40.02, 32.54)",79
526,308,0,85112,"(30.0, 31.17)",13
527,309,0,106890,"(40.02, 32.54)",79
528,309,0,164498,"(41.18, 2.06)",121
529,310,0,28287,"(35.42, 139.0)",89
530,310,0,34366,"(35.42, 139.0)",38
531,311,0,83849,"(47.56, 15.47)",121
532,311,0,14565,"(35.42, 139.0)",47
533,312,0,183602,"(35.42, 139.0)",182
534,313,0,132505,"(77.02, 38.53)",16
535,314,0,46243,"(47.56, 15.47)",182
536,317,0,14077,"(34.2, 58.3)",173
537,317,0,115721,"(48.08, 11.35)",77
538,317,0,62627,"(41.18, 2.06)",78
539,318,0,141598,"(35.42, 139.0)",56
540,318,0,22881,"(28.36, 77.12)",47
541,319,0,57032,"(51.3, 0.07)",79
542,320,0,34563,"(40.02, 32.54)",183
543,320,0,60451,"(6.15, 75.36)",6
544,320,1,54672,"(77.02, 38.53)",78
545,323,0,39213,"(77.02, 38.53)",117
546,323,0,137513,"(48.08, 11.35)",182
547,324,0,148459,"(3.08, 101.42)",22
548,324,0,49123,"(51.3, 0.07)",173
549,324,0,51889,"(6.12, 106.5)",102
550,325,0,254308,"(23.38, 102.33)",31
551,325,0,74865,"(28.36, 77.12)",31
552,325,0,554737,"(6.12, 106.5)",182
553,327,0,13648,"(13.5, 100.29)",218
554,327,0,821645,"(41.18, 2.06)",117
555,328,0,99763,"(35.42, 139.0)",158
556,329,0,37811,"(23.38, 102.33)",16
557,333,0,35216,"(77.02, 38.53)",158
558,334,0,197160,"(13.5, 100.29)",55
559,337,0,23706,"(6.15, 75.36)",130
560,338,0,32041,"(35.42, 139.0)",11
561,338,0,18667,"(13.5, 100.29)",148
562,347,0,125233,"(77.02, 38.53)",194
563,347,0,10263,"(28.36, 77.12)",183
564,348,0,174833,"(37.35, 127.03)",194
565,349,0,13241,"(51.3, 0.07)",116
566,350,0,154635,"(48.08, 11.35)",111
567,351,0,153903,"(28.36, 77.12)",179
568,354,0,18886,"(77.02, 38.53)",167
569,358,0,36945,"(34.2, 58.3)",77
570,358,0,92051,"(51.3, 0.07)",20
571,361,0,139311,"(35.42, 139.0)",61
572,363,0,18778,"(47.56, 15.47)",58
573,363,0,21143,"(35.42, 139.0)",158
574,365,0,105568,"(23.38, 102.33)",146
575,365,0,171448,"(35.42, 139.0)",173
576,374,0,137975,"(40.02, 32.54)",116
577,375,0,125844,"(35.42, 139.0)",164
578,375,0,77169,"(77.02, 38.53)",144
579,378,0,22074,"(6.12, 106.5)",35
580,382,0,116728,"(77.02, 38.53)",201
581,387,0,61823,"(77.02, 38.53)",116
582,388,0,733464,"(6.12, 106.5)",54
583,388,0,44541,"(28.36, 77.12)",23
584,389,0,21017,"(48.51, 2.2)",18
585,390,0,3771,"(48.51, 2.2)",8
586,390,0,24773,"(35.42, 139.0)",47
587,391,0,105668,"(47.56, 15.47)",8
588,392,0,61516,"(35.42, 139.0)",54
589,394,0,461203,"(28.36, 77.12)",54
590,395,0,163745,"(23.38, 102.33)",8
591,395,0,32150,"(77.02, 38.53)",179
592,395,0,266125,"(41.18, 2.06)",209
593,396,0,641882,"(47.56, 15.47)",61
594,396,1,147540,"(35.42, 139.0)",23
595,399,0,27006,"(77.02, 38.53)",70
596,399,0,94661,"(77.02, 38.53)",79
597,400,0,35744,"(77.02, 38.53)",179
598,400,0,70607,"(23.38, 102.33)",215
599,403,0,210690,"(77.02, 38.53)",54
600,407,0,33183,"(47.56, 15.47)",98
601,408,0,65175,"(6.12, 106.5)",167
602,408,0,30645,"(49.13, 123.06)",61
603,410,1,38102,"(35.42, 139.0)",44
604,410,0,15271,"(77.02, 38.53)",220
605,410,0,87611,"(6.12, 106.5)",38
606,412,0,40922,"(21.3, 39.1)",175
